EVT_UDX_STA_PHBT_START_TIMER,EVT_TFU_RA_REQUEST_INDICATION,EVT_TFU_CRC_INDICATION,EVT_RGR_LVL2_CONFIG_REQUEST,EVT_RGR_LVL1_SI_CONFIG_REQUEST,EVT_RGR_LVL1_CONFIG_REQUEST,EVT_RGR_LVL1_CCCH_DATA_REQUEST,EVT_L1_MSG_INDICATION,EVT_KW_AMUL_STA_PROH_TIMER,EVT_CTF_CONFIG_REQUEST,EVT_COMMON_UE_ACK_INDICATION
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.009725384615384615,0.0,0.0025169230769230768,0.0
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.005520046153846154,0.0,0.0025169230769230768,0.0
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.0055952076923076926,0.0,0.0025169230769230768,0.0
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.005614253846153846,0.0,0.0025169230769230768,0.0
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.005620815384615385,0.0,0.0025169230769230768,0.0
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.005626792307692308,0.0,0.0025169230769230768,0.0
0.0,0.0,0.0,0.004244615384615385,0.003812823076923077,0.005743076923076923,0.0,0.005629784615384615,0.0,0.0025169230769230768,0.0
0.0045659692307692306,0.004912423076923077,0.002864161538461538,0.004244615384615385,0.003812823076923077,0.004635830769230769,0.005253607692307692,0.005672576923076923,0.0009455076923076923,0.0025169230769230768,0.003705323076923077
0.004548076923076923,0.004923753846153846,0.002922438461538462,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.005718330769230769,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.002922438461538462,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.005748746153846154,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.002923346153846154,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.006064430769230769,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.0028078384615384615,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.00653966923076923,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.0027939307692307694,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.006966492307692309,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.002772853846153846,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.007300830769230769,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.0028749153846153843,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.0075741,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.0029485538461538462,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.007802923076923076,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
0.004548076923076923,0.004923753846153846,0.0030350999999999998,0.004244615384615385,0.003812823076923077,0.004610784615384615,0.005150961538461538,0.007995692307692308,0.0009640307692307692,0.0025169230769230768,0.004078123076923078
